File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF430IPX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR462QZZ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55893/'], '@type': ['Target', 'Item'], 'name': 'ZNF395-human', 'label': 'ZNF395', '@id': '/targets/ZNF395-human/', 'title': 'ZNF395 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '629f493a-59ec-4814-9c6c-1815f14b8776', 'status': 'released'}				ZNF395-human	DNA						2017-12-04	ENCODE		sonication (Bioruptor generic)	200-800	1, 3	1_1, 3_1							/files/ENCFF816DBE/, /files/ENCFF356LFX/, /files/ENCFF501BIO/, /files/ENCFF972SZQ/	470431	ENCODE Processing Pipeline	509f693ea6a661a74f2d4d9fec6da613		https://www.encodeproject.org/files/ENCFF430IPX/@@download/ENCFF430IPX.bed.gz				released	s3://encode-public/2020/12/03/83e86304-b7dc-4929-8c1f-ac5c2c7bb3cb/ENCFF430IPX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF921PQB	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR514EOE	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										BRD4-human	DNA						2017-08-12	ENCODE		sonication (generic)	200-600	1, 2	1_1, 2_1							/files/ENCFF856IEI/, /files/ENCFF356LFX/, /files/ENCFF245IFK/, /files/ENCFF539MTH/, /files/ENCFF764VIZ/, /files/ENCFF022JOG/	92703	ENCODE Processing Pipeline	2f98c7b4013374c99f621884d8b6c953		https://www.encodeproject.org/files/ENCFF921PQB/@@download/ENCFF921PQB.bed.gz				released	s3://encode-public/2020/12/03/30f76100-554b-47c7-a9a1-3246e03dcc33/ENCFF921PQB.bed.gz	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, low read depth		
ENCFF827VMW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR025EXJ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:IRF5'], 'aliases': ['michael-snyder:TS-1829'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3663/'], '@type': ['Target', 'Item'], 'label': 'IRF5', 'title': 'IRF5 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b5728aad-4667-4b6a-879c-266a6f4240de', 'schema_version': '14', 'name': 'IRF5-human', '@id': '/targets/IRF5-human/', 'status': 'released'}				IRF5-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF316SWS/, /files/ENCFF980IWQ/, /files/ENCFF184MWK/, /files/ENCFF356LFX/	205397	ENCODE Processing Pipeline	cee71003f73125484a6162b6062be23a		https://www.encodeproject.org/files/ENCFF827VMW/@@download/ENCFF827VMW.bed.gz				released	s3://encode-public/2020/08/22/b177b991-e3f1-4dc2-91c7-dc53b6725736/ENCFF827VMW.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, mild to moderate bottlenecking		
ENCFF114DGV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR773REP	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'dbxrefs': ['FactorBook:ZBTB7A'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51341/'], '@type': ['Target', 'Item'], 'label': 'ZBTB7A', 'title': 'ZBTB7A (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': '6b0996d3-58e0-4015-900c-9fc30754bfcc', 'schema_version': '14', 'name': 'ZBTB7A-human', '@id': '/targets/ZBTB7A-human/', 'status': 'released'}				ZBTB7A-human	DNA				formaldehyde		2016-10-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF528DFI/, /files/ENCFF482RWP/, /files/ENCFF500XPF/, /files/ENCFF585IQN/, /files/ENCFF356LFX/, /files/ENCFF654JHZ/, /files/ENCFF736OSY/, /files/ENCFF383QIP/, /files/ENCFF800IMV/, /files/ENCFF847EHD/, /files/ENCFF709TVD/, /files/ENCFF928CJD/, /files/ENCFF785BTW/, /files/ENCFF489ERC/, /files/ENCFF856XMU/, /files/ENCFF949NGG/, /files/ENCFF490JCT/, /files/ENCFF190AZK/, /files/ENCFF451CVJ/, /files/ENCFF705BZZ/, /files/ENCFF559CGO/, /files/ENCFF065LBX/, /files/ENCFF425NTG/, /files/ENCFF919EDN/, /files/ENCFF421CTJ/, /files/ENCFF533HJT/, /files/ENCFF905YEA/	159871	ENCODE Processing Pipeline	6a57ed0ae7d57cb8caa08617896a5215		https://www.encodeproject.org/files/ENCFF114DGV/@@download/ENCFF114DGV.bed.gz				released	s3://encode-public/2020/08/04/61a64126-7637-48a0-8687-d1fd84f3c6ec/ENCFF114DGV.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, low read depth, missing biosample characterization		
ENCFF242ULW	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR647ZXA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens					insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1823'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4209/'], '@type': ['Target', 'Item'], 'name': 'MEF2D-human', 'label': 'MEF2D', '@id': '/targets/MEF2D-human/', 'title': 'MEF2D (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6ae48ba8-3f5f-4990-a4ee-e6f8f7ce6ec3', 'status': 'released'}				MEF2D-human	DNA						2016-08-24	ENCODE				1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF806LMQ/, /files/ENCFF178NVG/, /files/ENCFF103WFE/	238692	ENCODE Processing Pipeline	d4d3697abb1706d8ce3cada55f1931f4		https://www.encodeproject.org/files/ENCFF242ULW/@@download/ENCFF242ULW.bed.gz				released	s3://encode-public/2020/12/04/bed6a3ad-a446-4e08-ad62-7da17bbf7947/ENCFF242ULW.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing genetic modification characterization, missing compliant biosample characterization, low read depth		
ENCFF890FAV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR004PLU	TF ChIP-seq	/human-donors/ENCDO000ABF/	EFO:0001182	HEK293	cell line	Homo sapiens				site-specific recombination	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1074'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/65986/'], '@type': ['Target', 'Item'], 'name': 'ZBTB10-human', 'label': 'ZBTB10', '@id': '/targets/ZBTB10-human/', 'title': 'ZBTB10 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '13aa6f9d-46c9-423e-9322-e98749d4d008', 'status': 'released'}				ZBTB10-human	DNA				formaldehyde		2016-12-19	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF533HJT/, /files/ENCFF500XPF/, /files/ENCFF396ELI/, /files/ENCFF847EHD/, /files/ENCFF451CVJ/, /files/ENCFF709TVD/, /files/ENCFF489ERC/, /files/ENCFF856XMU/, /files/ENCFF800IMV/, /files/ENCFF736OSY/, /files/ENCFF528DFI/, /files/ENCFF383QIP/, /files/ENCFF190AZK/, /files/ENCFF919EDN/, /files/ENCFF065LBX/, /files/ENCFF654JHZ/, /files/ENCFF905YEA/, /files/ENCFF949NGG/, /files/ENCFF425NTG/, /files/ENCFF855ZKF/, /files/ENCFF490JCT/, /files/ENCFF705BZZ/, /files/ENCFF356LFX/, /files/ENCFF928CJD/, /files/ENCFF585IQN/, /files/ENCFF785BTW/, /files/ENCFF482RWP/	317386	ENCODE Processing Pipeline	802918c076e03233d2137e4c650bfb21		https://www.encodeproject.org/files/ENCFF890FAV/@@download/ENCFF890FAV.bed.gz				released	s3://encode-public/2020/08/07/39c12c52-b309-4feb-a768-0eea9254d034/ENCFF890FAV.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification characterization, missing biosample characterization		
ENCFF070JYN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR348JOJ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										MTA1-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF220TQP/, /files/ENCFF612QJN/, /files/ENCFF267DKA/, /files/ENCFF356LFX/, /files/ENCFF756SZH/, /files/ENCFF346AUF/, /files/ENCFF562YFQ/	132905	ENCODE Processing Pipeline	0e66e74a6bedac4752b3b2d65a7af19c		https://www.encodeproject.org/files/ENCFF070JYN/@@download/ENCFF070JYN.bed.gz				released	s3://encode-public/2020/12/08/85b3cce6-738c-458a-9a93-6afb6f97c550/ENCFF070JYN.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF408RSJ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR121PFY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CDC5L-human	DNA						2016-07-28	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF367PDH/, /files/ENCFF936FZX/, /files/ENCFF550CVH/, /files/ENCFF356LFX/, /files/ENCFF822ODT/	95932	ENCODE Processing Pipeline	aed23594785b126795bff268a1a52d17		https://www.encodeproject.org/files/ENCFF408RSJ/@@download/ENCFF408RSJ.bed.gz				released	s3://encode-public/2020/11/28/914ac87f-6978-49a0-8e91-98dcf15f3ae4/ENCFF408RSJ.bed.gz	ENCODE4 v1.6.1 GRCh38	released			
ENCFF486PIE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR505UNL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-993'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/84449/'], '@type': ['Target', 'Item'], 'name': 'ZNF333-human', 'label': 'ZNF333', '@id': '/targets/ZNF333-human/', 'title': 'ZNF333 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '94b72750-b026-433e-b003-7848709660db', 'status': 'released'}				ZNF333-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF465DAK/, /files/ENCFF959XDT/, /files/ENCFF114NLB/, /files/ENCFF356LFX/	210939	ENCODE Processing Pipeline	d5d47e33942cfbfd9175733f85c93e5a		https://www.encodeproject.org/files/ENCFF486PIE/@@download/ENCFF486PIE.bed.gz				released	s3://encode-public/2020/07/01/39f4eb4e-c93a-4656-a925-e51addcf9847/ENCFF486PIE.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF643AUL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR845BCL	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:ZNF639'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/51193/'], '@type': ['Target', 'Item'], 'label': 'ZNF639', 'title': 'ZNF639 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'b595db24-0bb6-47e7-abaa-a46f4f692c87', 'schema_version': '14', 'name': 'ZNF639-human', '@id': '/targets/ZNF639-human/', 'status': 'released'}				ZNF639-human	DNA						2016-06-13	ENCODE		sonication (Bioruptor generic)	200-800	1, 2	1_1, 2_1							/files/ENCFF705CKJ/, /files/ENCFF356LFX/, /files/ENCFF381ECI/, /files/ENCFF741VCJ/	471368	ENCODE Processing Pipeline	f73f10ad99a0bfbc4576b61d11d75d36		https://www.encodeproject.org/files/ENCFF643AUL/@@download/ENCFF643AUL.bed.gz				released	s3://encode-public/2020/12/03/d36d0161-d4b6-4dbc-9204-2111d2a1880f/ENCFF643AUL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	missing compliant biosample characterization, missing genetic modification characterization		
ENCFF455TWM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR563FBT	TF ChIP-seq	/human-donors/ENCDO000AAZ/	EFO:0001086	A549	cell line	Homo sapiens										USF2-human	DNA						2014-07-07	ENCODE			450-650	2, 3	2_1, 3_1							/files/ENCFF356LFX/, /files/ENCFF646ZPF/, /files/ENCFF041EOD/, /files/ENCFF011CLH/, /files/ENCFF489JCA/, /files/ENCFF595CSH/, /files/ENCFF971MNR/	197993	ENCODE Processing Pipeline	51f74da93f70fc7186ad7f52ee492b3c		https://www.encodeproject.org/files/ENCFF455TWM/@@download/ENCFF455TWM.bed.gz				released	s3://encode-public/2020/12/07/1bbbafbd-180c-4df9-9ba1-cc07df894ae8/ENCFF455TWM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	antibody characterized with exemption		
ENCFF666ISN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR130NZQ	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/11108/'], '@type': ['Target', 'Item'], 'name': 'PRDM4-human', 'label': 'PRDM4', '@id': '/targets/PRDM4-human/', 'title': 'PRDM4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1688c712-e019-41b0-a43f-2e2b3b6f76b5', 'status': 'released'}				PRDM4-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF723HPB/, /files/ENCFF497DJW/, /files/ENCFF514PJJ/, /files/ENCFF356LFX/	48740	ENCODE Processing Pipeline	22ddccecb52f19a0adf59938a56f6fdc		https://www.encodeproject.org/files/ENCFF666ISN/@@download/ENCFF666ISN.bed.gz				released	s3://encode-public/2021/08/02/5b3df4cc-f2d6-4c48-a482-83c76d8ce1c3/ENCFF666ISN.bed.gz	ENCODE4 v1.9.0 GRCh38	released	missing genetic modification reagents, borderline replicate concordance		
ENCFF399LOS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR707WZK	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:NCOA1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8648/'], '@type': ['Target', 'Item'], 'label': 'NCOA1', 'title': 'NCOA1 (Homo sapiens)', 'investigated_as': ['cofactor'], 'uuid': 'c582d0a8-12a5-4f86-be09-77f7496f4c45', 'schema_version': '14', 'name': 'NCOA1-human', '@id': '/targets/NCOA1-human/', 'status': 'released'}				NCOA1-human	DNA				formaldehyde		2021-08-13	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF490BJH/, /files/ENCFF893TMW/, /files/ENCFF044PLM/, /files/ENCFF356LFX/	212859	ENCODE Processing Pipeline	4c07b4cf007f23f7778c89f27a6c0373		https://www.encodeproject.org/files/ENCFF399LOS/@@download/ENCFF399LOS.bed.gz				released	s3://encode-public/2021/08/02/30e84496-d8fc-4caa-a0a4-40b043a5dabb/ENCFF399LOS.bed.gz	ENCODE4 v1.9.0 GRCh38	released	missing genetic modification reagents		
ENCFF114VAI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR744JJU	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MYC'], 'aliases': ['michael-snyder:TS-141'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4609/'], '@type': ['Target', 'Item'], 'label': 'MYC', 'title': 'MYC (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'bcb24156-d919-4d8c-995f-a53cdfb874ce', 'schema_version': '14', 'name': 'MYC-human', '@id': '/targets/MYC-human/', 'status': 'released'}				MYC-human	DNA						2021-05-18	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF503ZCR/, /files/ENCFF604CDP/, /files/ENCFF494KPY/	189595	ENCODE Processing Pipeline	e5e9aa94130c28603325bfcf9cb86a50		https://www.encodeproject.org/files/ENCFF114VAI/@@download/ENCFF114VAI.bed.gz				released	s3://encode-public/2020/09/15/f12e633a-c5ab-4749-b846-3424ed1dafec/ENCFF114VAI.bed.gz	ENCODE4 v1.5.1 GRCh38	released	moderate library complexity, borderline replicate concordance, low read depth, mild to moderate bottlenecking		
ENCFF004QJZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR780OXL	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:GMEB1'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10691/'], '@type': ['Target', 'Item'], 'label': 'GMEB1', 'title': 'GMEB1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'c3760eb9-bab7-4cb1-b92a-582fba448734', 'schema_version': '14', 'name': 'GMEB1-human', '@id': '/targets/GMEB1-human/', 'status': 'released'}				GMEB1-human	DNA				formaldehyde		2020-08-28	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF016WME/, /files/ENCFF356LFX/, /files/ENCFF894SXP/, /files/ENCFF139IZS/	403170	ENCODE Processing Pipeline	14e578e13ce261abca36277fa19059de		https://www.encodeproject.org/files/ENCFF004QJZ/@@download/ENCFF004QJZ.bed.gz				released	s3://encode-public/2020/08/22/44eef30e-c6ca-4bca-b655-e64c3225fe6e/ENCFF004QJZ.bed.gz	ENCODE4 v1.5.1 GRCh38	released	missing genetic modification reagents, borderline replicate concordance, mild to moderate bottlenecking		
ENCFF230EPT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR096OUP	TF ChIP-seq	/human-donors/ENCDO882UJI/	EFO:0009747	WTC11	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1790'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4776/'], '@type': ['Target', 'Item'], 'name': 'NFATC4-human', 'label': 'NFATC4', '@id': '/targets/NFATC4-human/', 'title': 'NFATC4 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '13f85ab8-e7d1-4177-ad55-c57d53d21587', 'status': 'released'}				NFATC4-human	DNA						2021-11-08	ENCODE		sonication (Bioruptor Pico)	250-450	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF290MVS/, /files/ENCFF183SCQ/, /files/ENCFF343HJK/	58217	ENCODE Processing Pipeline	8c7e08d47195a86b9b4f20da178be1ff		https://www.encodeproject.org/files/ENCFF230EPT/@@download/ENCFF230EPT.bed.gz				released	s3://encode-public/2021/10/27/b234ca3a-fc71-415d-bc89-19948633119d/ENCFF230EPT.bed.gz	ENCODE4 v1.9.0 GRCh38	released	mild to moderate bottlenecking		
ENCFF069YFV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR565BVI	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10725/'], '@type': ['Target', 'Item'], 'name': 'NFAT5-human', 'label': 'NFAT5', '@id': '/targets/NFAT5-human/', 'title': 'NFAT5 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '133df9d4-914c-43eb-8f7b-f02d9226aeec', 'status': 'released'}				NFAT5-human	DNA				formaldehyde		2020-07-08	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF506GXV/, /files/ENCFF283DYM/, /files/ENCFF657NDS/, /files/ENCFF356LFX/	161150	ENCODE Processing Pipeline	bbaad15426bedf3d396a5072eb8cac3d		https://www.encodeproject.org/files/ENCFF069YFV/@@download/ENCFF069YFV.bed.gz				released	s3://encode-public/2020/07/04/abbbf400-896d-4547-95e8-0ed91c6e5593/ENCFF069YFV.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents		
ENCFF819AEG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR557JTZ	TF ChIP-seq	/human-donors/ENCDO000AAE/	EFO:0001203	MCF-7	cell line	Homo sapiens										GTF2F1-human	DNA						2014-07-07	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF549DMM/, /files/ENCFF612QJN/, /files/ENCFF346AUF/, /files/ENCFF474ITT/, /files/ENCFF220TQP/, /files/ENCFF756SZH/	158722	ENCODE Processing Pipeline	c55da96b1d285ac09777eabcd2f4bf37		https://www.encodeproject.org/files/ENCFF819AEG/@@download/ENCFF819AEG.bed.gz				released	s3://encode-public/2021/03/19/6cfe96df-8048-44a8-8356-dd2cd5675e7b/ENCFF819AEG.bed.gz	ENCODE4 v1.7.1 GRCh38	released			
ENCFF778UHP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR670FDA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										NFATC3-human	DNA						2017-09-29	ENCODE			450-650	1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF851ASZ/, /files/ENCFF936FZX/, /files/ENCFF822ODT/, /files/ENCFF420LHE/	103396	ENCODE Processing Pipeline	286600015de6f488d31b550e2e125c52		https://www.encodeproject.org/files/ENCFF778UHP/@@download/ENCFF778UHP.bed.gz				released	s3://encode-public/2021/02/11/5f5b9b93-df97-4976-8f92-4eec497450a6/ENCFF778UHP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking		
ENCFF938PFW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR291MJH	TF ChIP-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	insertion	{'dbxrefs': ['FactorBook:MEF2A'], 'aliases': ['michael-snyder:TS-21'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4205/'], '@type': ['Target', 'Item'], 'label': 'MEF2A', 'title': 'MEF2A (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '62df12e2-ffc1-49a8-aeea-b83066c8c02c', 'schema_version': '14', 'name': 'MEF2A-human', '@id': '/targets/MEF2A-human/', 'status': 'released'}				MEF2A-human	DNA				formaldehyde		2020-07-09	ENCODE		sonication (generic)		1, 2	1_1, 2_1							/files/ENCFF640CTK/, /files/ENCFF356LFX/, /files/ENCFF270GKZ/, /files/ENCFF723HPB/	155687	ENCODE Processing Pipeline	3469cef91c5e89dec1bdb92244af3c70		https://www.encodeproject.org/files/ENCFF938PFW/@@download/ENCFF938PFW.bed.gz				released	s3://encode-public/2020/07/01/5ab925ab-04b6-4ab3-90c8-9ea0c1fe113e/ENCFF938PFW.bed.gz	ENCODE4 v1.4.0 GRCh38	released	missing genetic modification reagents, moderate library complexity, mild to moderate bottlenecking		
